delta,group,gt_area,iou1,iou2,iou3,key,scene,top1_area_over_gt,union3_area_over_gt,union3_intrusion_other_gt_fraction,variant,view
0.04210496886033782,unseen,11279,0.3988594704684318,0.4409644393287696,0.3394954230855102,6001,scene0059_00,0.5223867364128025,1.6596329461831723,0.1361718040493616,g0_step6000,2
0.0213412604785721,unseen,10096,0.5940626218007016,0.6154038822792737,0.4536030457318472,7007,scene0059_00,1.430566561014263,2.138866877971474,0.3797814207650273,g0_step6000,2
0.03601935941024659,unseen,1933,0.29689521345407505,0.33291457286432163,0.15446412269490598,8032,scene0059_00,1.074495602690119,5.54216244180031,0.1687669186969103,g0_step6000,2
0.0,unseen,423,0.08512299882858258,0.02943181818181818,0.017628641437517016,8033,scene0059_00,5.569739952718676,34.3451536643026,0.461522577092511,g0_step6000,2
0.0,unseen,7,0.0,0.0,0.0,20034,scene0059_00,336.57142857142856,1475.0,0.7353026634382567,g0_step6000,2
0.054825341409026424,unseen,4668,0.1717439293598234,0.22656927076884983,0.13519419186579262,5010,scene0059_00,0.705655526992288,2.4500856898029135,0.5469091544985573,g0_step6000,3
0.0,unseen,3660,0.19676585592153223,0.18860300671459979,0.1405127758673225,5011,scene0059_00,3.933879781420765,6.158743169398907,0.6806264140898807,g0_step6000,3
0.0,unseen,245,0.0036663611365719525,0.0017726567693330379,0.000746895714685837,5016,scene0059_00,7.938775510204081,42.751020408163264,0.6754821462669467,g0_step6000,3
0.0,unseen,1892,0.11231761112996268,0.10770161638862477,0.04988425925925926,5019,scene0059_00,2.4651162790697674,13.383192389006343,0.5694482840330161,g0_step6000,3
0.0,unseen,9573,0.48112321562734783,0.44969964261272904,0.31930190153685856,6001,scene0059_00,0.6474459417110624,1.6453567324767575,0.1350390451399911,g0_step6000,3
0.05329300223256506,unseen,11864,0.5512108682811577,0.6045038705137228,0.4570069520673253,7007,scene0059_00,1.2135873229939311,2.020734996628456,0.3457078501710186,g0_step6000,3
0.05181211487291987,unseen,2079,0.1888222849083216,0.24063439978124146,0.13923768482056617,8032,scene0059_00,2.2433862433862433,6.375180375180375,0.1773804134600875,g0_step6000,3
0.0,unseen,396,0.07025117739403454,0.025681999771715557,0.01504111237382178,8033,scene0059_00,5.886363636363637,37.343434343434346,0.4693670543684068,g0_step6000,3
0.0,unseen,177,0.0012409513960703205,0.0008372871895060006,0.0004489673750374139,20031,scene0059_00,26.350282485875706,74.53672316384181,0.6517850375198969,g0_step6000,3
