alpha_coverage_in_gt,best_group,best_group_kept,best_iou,bucket,checkpoint,conservation_error,full_pixel_argmin_group,gt_area,gt_free_detected,instance_key,kind,mask_grad_norm,matched_group,matched_iou,matched_is_thing_class,matched_p_thing,matched_precision,matched_pred_area,matched_recall,matched_soft_dice,mean_background_mass_in_gt,mean_group_mass_in_gt,positive_sampled_points,role,sampled_bce,sampled_dice,scene,view
0.999894380569458,65,True,0.008692120227457351,mid,g0plus_step6000,1.2516975402832031e-06,22,4838,False,8001,novel,0.566576361656189,22,0.0,True,0.9018821120262146,0.0,0,0.0,0.6964815855026245,0.2160705029964447,0.7838239073753357,226,failure,0.10124948620796204,0.7020275592803955,scene0012_01,3
0.9996408224105835,57,True,0.3181301613758618,mid,g0_step3000,1.3709068298339844e-06,57,7404,False,5018,context,1.8133611679077148,51,0.053021664766248575,True,0.7453455924987793,0.11782805429864253,5525,0.08792544570502431,0.6931453943252563,4.40420894198823e-11,0.9996406435966492,379,failure,0.33538809418678284,0.8109508752822876,scene0001_01,0
0.9997406005859375,86,True,0.18615384615384614,mid,g0_step3000,1.3709068298339844e-06,57,6309,False,5018,context,1.8133611679077148,51,0.07425081122351594,True,0.7453455924987793,0.15726703052354962,4947,0.1233158979236012,0.7547828555107117,1.534798260705017e-10,0.9997404217720032,379,failure,0.33538809418678284,0.8109508752822876,scene0001_01,1
0.9996206760406494,86,True,0.1917684305744007,mid,g0_step3000,1.430511474609375e-06,57,5775,False,5018,novel,1.8133611679077148,51,0.0930974179611151,True,0.7453455924987793,0.186559472273758,4851,0.15670995670995672,0.7391469478607178,1.5534308561715449e-10,0.9996204972267151,379,failure,0.33538809418678284,0.8109508752822876,scene0001_01,2
0.9996992945671082,86,True,0.18651665641205942,mid,g0_step3000,1.3113021850585938e-06,57,6389,False,5018,novel,1.8133611679077148,51,0.08118619348565873,True,0.7453455924987793,0.17649545550623547,4731,0.13069337924557833,0.7502123117446899,1.8005094637452146e-10,0.999699056148529,379,failure,0.33538809418678284,0.8109508752822876,scene0001_01,3
0.9996039271354675,57,True,0.28420664206642066,mid,g0_step6000,1.2516975402832031e-06,57,7404,False,5018,context,0.35455265641212463,57,0.28420664206642066,True,0.8932929039001465,0.3852155646694008,9997,0.5201242571582928,0.4454958438873291,2.102280571847359e-09,0.9996039271354675,379,failure,0.24471434950828552,0.6248700022697449,scene0001_01,0
0.9764803647994995,57,True,0.3909576724064806,mid,g0_step6000,1.3709068298339844e-06,57,6309,False,5018,context,0.35455265641212463,57,0.3909576724064806,True,0.8932929039001465,0.4568341758350679,10089,0.7305436677761927,0.49527013301849365,2.8169657717569407e-09,0.9764803051948547,379,failure,0.24471434950828552,0.6248700022697449,scene0001_01,1
0.9637607932090759,57,True,0.3919115757004541,mid,g0_step6000,1.1920928955078125e-06,57,5775,False,5018,novel,0.35455265641212463,57,0.3919115757004541,True,0.8932929039001465,0.43686723973256925,10470,0.792034632034632,0.48905861377716064,2.89190271729467e-09,0.9637606143951416,379,failure,0.24471434950828552,0.6248700022697449,scene0001_01,2
0.9651033878326416,57,True,0.3814321398834305,mid,g0_step6000,1.3709068298339844e-06,57,6389,False,5018,novel,0.35455265641212463,57,0.3814321398834305,True,0.8932929039001465,0.4490296020388159,10202,0.7170136171544843,0.49689167737960815,3.300753226298525e-09,0.965103268623352,379,failure,0.24471434950828552,0.6248700022697449,scene0001_01,3
0.9984594583511353,62,True,0.4523064250411862,mid,g0plus_step3000,1.2516975402832031e-06,62,7404,False,5018,context,0.4046356678009033,92,0.0,True,0.9262422919273376,0.0,1078,0.0,0.7320743799209595,0.22306351363658905,0.775395929813385,379,failure,0.37480440735816956,0.8596659898757935,scene0001_01,0
0.9961486458778381,62,True,0.18035387431360586,mid,g0plus_step3000,1.0728836059570312e-06,62,6309,False,5018,context,0.4046356678009033,92,0.02074774034511093,True,0.9262422919273376,0.03524075366364271,8598,0.048026628625772706,0.7544105052947998,0.18966461718082428,0.806484043598175,379,failure,0.37480440735816956,0.8596659898757935,scene0001_01,1
0.9968253374099731,62,True,0.18789858453880853,mid,g0plus_step3000,1.3113021850585938e-06,62,5775,False,5018,novel,0.4046356678009033,92,0.04318111214662939,True,0.9262422919273376,0.09699930216329379,4299,0.0722077922077922,0.7109889388084412,0.18813714385032654,0.8086881637573242,379,failure,0.37480440735816956,0.8596659898757935,scene0001_01,2
0.9960474371910095,62,True,0.2007485380116959,mid,g0plus_step3000,1.1920928955078125e-06,62,6389,False,5018,novel,0.4046356678009033,92,0.03168349339243208,True,0.9262422919273376,0.062459546925566344,6180,0.060416340585381124,0.7153570652008057,0.1805620789527893,0.8154853582382202,379,failure,0.37480440735816956,0.8596659898757935,scene0001_01,3
0.9995001554489136,62,True,0.2933204808346564,mid,g0plus_step6000,1.3709068298339844e-06,62,7404,False,5018,context,0.39089807868003845,62,0.2933204808346564,True,0.9616383910179138,0.33580006491398895,15405,0.6986763911399244,0.5127949714660645,0.20470066368579865,0.7947995066642761,379,failure,0.39795926213264465,0.7069312930107117,scene0001_01,0
0.9978571534156799,62,True,0.16463867731748097,mid,g0plus_step6000,1.1920928955078125e-06,62,6309,False,5018,context,0.39089807868003845,62,0.16463867731748097,True,0.9616383910179138,0.188885336743393,18768,0.5618957045490569,0.7438719272613525,0.165323406457901,0.8325337767601013,379,failure,0.39795926213264465,0.7069312930107117,scene0001_01,1
0.997713029384613,62,True,0.15248591721773205,mid,g0plus_step6000,1.3113021850585938e-06,62,5775,False,5018,novel,0.39089807868003845,62,0.15248591721773205,True,0.9616383910179138,0.17535064496141498,17753,0.539047619047619,0.7915364503860474,0.16605807840824127,0.8316549062728882,379,failure,0.39795926213264465,0.7069312930107117,scene0001_01,2
0.9979172348976135,62,True,0.1534973787370708,mid,g0plus_step6000,1.3113021850585938e-06,62,6389,False,5018,novel,0.39089807868003845,62,0.1534973787370708,True,0.9616383910179138,0.18021514916269268,18034,0.5086868054468618,0.7771206498146057,0.16522890329360962,0.8326883316040039,379,failure,0.39795926213264465,0.7069312930107117,scene0001_01,3
,,,,large,g0_step3000,,31,0,,8024,context,35.93925857543945,92,,,,,,,,,,369,failure,0.514622688293457,0.8845669031143188,scene0007_00,0
0.2163604497909546,92,True,0.04017531044558072,large,g0_step3000,5.960464477539062e-07,31,9030,False,8024,context,35.93925857543945,92,0.04017531044558072,True,0.6412713527679443,0.10556621880998081,5210,0.06090808416389812,0.8961098790168762,4.591822755362074e-11,0.2163604348897934,369,failure,0.514622688293457,0.8845669031143188,scene0007_00,1
,,,,large,g0_step3000,,31,0,,8024,novel,35.93925857543945,92,,,,,,,,,,369,failure,0.514622688293457,0.8845669031143188,scene0007_00,2
0.22850552201271057,92,True,0.05281385281385281,large,g0_step3000,4.76837158203125e-07,31,9352,False,8024,novel,35.93925857543945,92,0.05281385281385281,True,0.6412713527679443,0.13969465648854962,5240,0.07827202737382379,0.8825086355209351,4.5984424601464013e-11,0.228505477309227,369,failure,0.514622688293457,0.8845669031143188,scene0007_00,3
,,,,large,g0_step6000,,59,0,,8024,context,0.35796982049942017,59,,,,,,,,,,369,failure,0.29232916235923767,0.6711763143539429,scene0007_00,0
0.45844337344169617,59,True,0.17241682029672548,large,g0_step6000,5.960464477539062e-07,59,9030,False,8024,context,0.35796982049942017,59,0.17241682029672548,True,0.6774598956108093,0.22217194570135745,17680,0.43499446290143967,0.7038108110427856,9.298080773544244e-16,0.45844337344169617,369,failure,0.29232916235923767,0.6711763143539429,scene0007_00,1
,,,,large,g0_step6000,,59,0,,8024,novel,0.35796982049942017,59,,,,,,,,,,369,failure,0.29232916235923767,0.6711763143539429,scene0007_00,2
0.45938464999198914,59,True,0.17139059217014707,large,g0_step6000,5.960464477539062e-07,59,9352,False,8024,novel,0.35796982049942017,59,0.17139059217014707,True,0.6774598956108093,0.22247578759879774,17966,0.4273952095808383,0.6993547677993774,1.219567248940043e-15,0.4593846797943115,369,failure,0.29232916235923767,0.6711763143539429,scene0007_00,3
,,,,large,g0plus_step3000,,57,0,,8024,context,0.062228407710790634,57,,,,,,,,,,369,failure,1.0395758152008057,0.9973477125167847,scene0007_00,0
0.0,,,0.0,large,g0plus_step3000,5.364418029785156e-07,57,9030,False,8024,context,0.062228407710790634,57,0.0,True,0.7929356098175049,0.0,0,0.0,0.9998693466186523,0.0,0.0,369,failure,1.0395758152008057,0.9973477125167847,scene0007_00,1
,,,,large,g0plus_step3000,,57,0,,8024,novel,0.062228407710790634,57,,,,,,,,,,369,failure,1.0395758152008057,0.9973477125167847,scene0007_00,2
0.0,,,0.0,large,g0plus_step3000,4.172325134277344e-07,57,9352,False,8024,novel,0.062228407710790634,57,0.0,True,0.7929356098175049,0.0,0,0.0,0.9998731017112732,0.0,0.0,369,failure,1.0395758152008057,0.9973477125167847,scene0007_00,3
,,,,large,g0plus_step6000,,14,0,,8024,context,16.37210464477539,14,,,,,,,,,,369,failure,0.5540573000907898,0.8527922034263611,scene0007_00,0
0.1632368415594101,14,True,0.04414995393664517,large,g0plus_step6000,8.344650268554688e-07,14,9030,False,8024,context,16.37210464477539,14,0.04414995393664517,True,0.8778878450393677,0.10922159887798036,5704,0.06899224806201551,0.886009693145752,0.010736828669905663,0.1525000035762787,369,failure,0.5540573000907898,0.8527922034263611,scene0007_00,1
,,,,large,g0plus_step6000,,14,0,,8024,novel,16.37210464477539,14,,,,,,,,,,369,failure,0.5540573000907898,0.8527922034263611,scene0007_00,2
0.18001961708068848,14,True,0.05136673459349308,large,g0plus_step6000,8.344650268554688e-07,14,9352,False,8024,novel,16.37210464477539,14,0.05136673459349308,True,0.8778878450393677,0.1303030303030303,5610,0.0781650983746792,0.8731006979942322,0.013211342506110668,0.16680827736854553,369,failure,0.5540573000907898,0.8527922034263611,scene0007_00,3
,,,,large,g0_step3000,,31,0,,8006,context,500.2679443359375,31,,,,,,,,,,256,failure,0.4032072424888611,0.8589481711387634,scene0007_00,0
0.20544882118701935,31,False,0.03071875932001193,large,g0_step3000,5.960464477539062e-07,31,10058,False,8006,context,500.2679443359375,31,0.03071875932001193,True,0.3286609351634979,0.9967741935483871,310,0.030721813481805527,0.8466691970825195,5.296538208021673e-11,0.20544882118701935,256,failure,0.4032072424888611,0.8589481711387634,scene0007_00,1
,,,,large,g0_step3000,,31,0,,8006,novel,500.2679443359375,31,,,,,,,,,,256,failure,0.4032072424888611,0.8589481711387634,scene0007_00,2
0.21789979934692383,31,False,0.029584147362545353,large,g0_step3000,4.76837158203125e-07,31,10749,False,8006,novel,500.2679443359375,31,0.029584147362545353,True,0.3286609351634979,1.0,318,0.029584147362545353,0.8419378995895386,5.450174686560949e-11,0.21789978444576263,256,failure,0.4032072424888611,0.8589481711387634,scene0007_00,3
,,,,large,g0_step6000,,59,0,,8006,context,99.93965148925781,98,,,,,,,,,,256,failure,0.43691909313201904,0.9858698844909668,scene0007_00,0
0.4933667778968811,59,True,0.16781744695183565,large,g0_step6000,5.960464477539062e-07,59,10058,False,8006,context,99.93965148925781,98,0.0,True,0.45130348205566406,0.0,0,0.0,0.9845877289772034,7.41116665276952e-16,0.4933667778968811,256,failure,0.43691909313201904,0.9858698844909668,scene0007_00,1
,,,,large,g0_step6000,,59,0,,8006,novel,99.93965148925781,98,,,,,,,,,,256,failure,0.43691909313201904,0.9858698844909668,scene0007_00,2
0.507675051689148,59,True,0.18858396456806986,large,g0_step6000,5.960464477539062e-07,59,10749,False,8006,novel,99.93965148925781,98,0.0,True,0.45130348205566406,0.0,0,0.0,0.983765184879303,9.80843930008864e-16,0.507675051689148,256,failure,0.43691909313201904,0.9858698844909668,scene0007_00,3
,,,,large,g0plus_step3000,,57,0,,8006,context,0.06194624677300453,5,,,,,,,,,,256,failure,0.7196875810623169,0.9960971474647522,scene0007_00,0
